date,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2022-01-01,470048.454,1770461002.735627,,,,
2022-01-02,468997.343,1795295999.908639,,,,
2022-01-03,475569.797,1788153918.782065,,,,
2022-01-04,474780.66,1800672122.3424,,,,
2022-01-05,477274.257,1693435882.23198,,,,
2022-01-06,481235.957,1639854457.7807543,,,,
2022-01-07,480092.286,1531147912.9250066,,,,
2022-01-08,478486.871,1477519608.9609,,,,
2022-01-09,474298.826,1495084759.3172,,,,
2022-01-10,471344.879,1451708868.5932062,,,,
2022-01-11,465334.322,1504070495.394173,,,,
2022-01-12,455282.37,1533509395.5762,,,,
2022-01-13,447373.849,1452506570.50226,,,,
2022-01-14,443571.317,1468044655.4816566,,,,
2022-01-15,459828.272,1529954421.44656,,,,
2022-01-16,450180.911,1506877586.7634752,,,,
2022-01-17,460106.775,1475244953.75025,,,,
2022-01-18,467474.85,1478679047.532,,,,
2022-01-19,463892.394,1432504351.59594,,,2.4671101154984014,
2022-01-20,457802.78,1373780323.524086,,,2.373676713069747,
2022-01-21,457428.97,1168137799.545548,,,2.8954460932214823,
2022-01-22,466041.942,1119894126.20658,,,2.006524700615663,
2022-01-23,483134.625,1226640750.002537,,,1.9553505335119203,
2022-01-24,475409.773,1161763616.37783,,,1.7953822265456176,
2022-01-25,467088.857,1147833498.96894,,,1.4973267160706982,
2022-01-26,470362.03,1157782025.9841,,,1.5012855776895582,
2022-01-27,473557.178,1148292527.6078448,,,1.6908813335952866,
2022-01-28,496457.698,1266135925.51732,,,1.7988675118212016,
2022-01-29,504724.96,1309770769.0739193,,,1.4153944962906158,
2022-01-30,517909.358,1348698117.35496,1.5306365364583334,0.9416713614930556,1.4074313624652777,1.2058369628124999
2022-01-31,530482.589,1426144087.44171,,,1.3246048101820331,
2022-02-01,528579.875,1476122730.5225,,,1.1790530207815488,
2022-02-02,512936.431,1369926337.5862262,,,1.260151556039375,
2022-02-03,518718.059,1387581182.18618,,,1.366325514831254,
2022-02-04,553112.203,1652443641.3556116,,,1.0803754256329319,
2022-02-05,543970.615,1638504768.8538,,,1.0096511909313715,
2022-02-06,540197.512,1652458787.23288,,,1.0240015808637537,
2022-02-07,519454.402,1633684094.29,,,1.2019163636978698,
2022-02-08,488285.478,1523030765.84892,,,1.2934745338832954,
2022-02-09,505212.069,1635191382.303228,,,1.2945396999793677,
2022-02-10,485398.948,1490043712.64404,,,1.2709523535741778,
2022-02-11,478980.239,1401291165.8041291,,,1.5832745752662567,
2022-02-12,478201.832,1392363055.597125,,,1.5878301730588025,
2022-02-13,478827.921,1381916533.12284,,,1.6516507432025458,
2022-02-14,486806.149,1427257417.1923423,,,1.6252384877643848,
2022-02-15,498473.831,1585377634.519474,,,1.4211270844674244,
2022-02-16,482200.639,1507012964.9276254,,,1.4745275250825713,
