date,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2022-01-01,716024.9,9394446.1080949,,,,
2022-01-02,644169.8,8399753.09359955,,,,
2022-01-03,808368.7,9677790.0764,,,,
2022-01-04,796315.3,8788732.33781744,,,,
2022-01-05,626107.0,6431997.211,,,,
2022-01-06,854238.8,9267493.91247264,,,,
2022-01-07,942717.0,8752162.06878219,,,,
2022-01-08,912429.4,7415647.77420334,,,,
2022-01-09,1125895.4,9217205.56209914,,,,
2022-01-10,1060519.5,7852589.83842224,,,,
2022-01-11,921290.8,7717553.80858084,,,,
2022-01-12,822647.1,7772078.27934717,,,,
2022-01-13,687677.9,5836323.03185468,,,,
2022-01-14,651068.9,5484123.67083493,,,,
2022-01-15,740779.6,6105625.2917081,,,,
2022-01-16,742259.5,5991518.684,,,,
2022-01-17,920676.8,6852073.78747,,,,
2022-01-18,884407.3,6495608.56045928,,,,
2022-01-19,989236.9,6584777.21578069,,,3.475805789328845,
2022-01-20,890838.0,5928526.89,,,3.247439872244838,
2022-01-21,935434.0,4893255.254,,,3.269106758264114,
2022-01-22,755435.4,3383083.28112731,,,2.475115727298767,
2022-01-23,783059.6,3680380.12,,,2.680341583042175,
2022-01-24,1295362.6,6927599.1848,,,2.1020843847587196,
2022-01-25,959452.3,4829651.56384499,,,1.2644832356326043,
2022-01-26,681749.9,3351482.5084,,,1.7757787321843392,
2022-01-27,916783.7,4856554.09368632,,,1.9469019127027012,
2022-01-28,891927.6,4705008.85255258,,,1.4534809199061764,
2022-01-29,1221496.3,7688097.7122,,,1.5221749444418722,
2022-01-30,1558579.2,10725938.05196851,1.0419944572916668,0.9927624460763889,0.9858216696527778,1.0881283374652777
2022-01-31,1430328.4,11088445.72007429,,,0.7750564152341806,
2022-02-01,1157996.2,8693633.75161456,,,0.8433272256217149,
2022-02-02,1476146.3,11421257.05801462,,,0.8237304019780197,
2022-02-03,1454766.2,11206064.0386,,,1.066766406592901,
2022-02-04,1201912.5,9440945.7170235,,,1.473144524222754,
2022-02-05,1318780.9,11241288.3916,,,2.1453290515620265,
2022-02-06,1028810.9,8222256.7128,,,1.925875479629165,
2022-02-07,1286572.3,9932338.156,,,2.9901400210558027,
2022-02-08,1129113.7,8548519.8227,,,2.7265161485841825,
2022-02-09,896343.9,7034246.95161524,,,2.3862769234521664,
2022-02-10,880491.4,6099257.98189135,,,2.317637176345175,
2022-02-11,1132007.5,6883603.09104878,,,3.1685314469614503,
2022-02-12,1118722.0,6877902.856,,,2.9597773473170794,
2022-02-13,1036535.3,6015700.85359454,,,2.9798064104123316,
2022-02-14,1113469.9,6479281.3481,,,2.8644597676023227,
2022-02-15,1120868.1,7135020.09208761,,,2.594245964179912,
2022-02-16,1055079.3,6297768.3417,,,3.091871622029827,
2022-02-17,1153079.3,6076727.911,,,3.266055307775958,
2022-02-18,1124994.5,6067000.98521129,,,2.67107594044909,
2022-02-19,1078338.8,5780441.12218034,,,2.763053378931362,
2022-02-20,1032514.6,5033508.675,,,2.5874947835067825,
2022-02-21,1010059.6,4456382.9552,,,2.581652298674683,
2022-02-22,1080923.3,5199758.31641752,,,2.178045375689358,
2022-02-23,939492.0,4561604.4774924,,,2.201791823520338,
2022-02-24,866133.7,4265922.25161983,,,2.1411990056429584,
2022-02-25,892801.1,4858623.5862,,,1.8262019369484033,
2022-02-26,943614.4,5106868.57310675,,,1.8828823095522584,
2022-02-27,1015160.0,4911344.08,,,2.1563267476923293,
2022-02-28,1015614.6,5469084.621,,,2.7758522795388836,
2022-03-01,811420.2,4573078.13117417,,,2.1769781718139987,
2022-03-02,808066.5,4243637.44966295,,,2.259964915492768,
2022-03-03,914232.0,4631751.71317056,,,2.439437370190294,
2022-03-04,877486.4,4142613.2944,,,2.4970400282709635,
2022-03-05,862688.5,4208403.59281175,,,2.3056470139711243,
2022-03-06,876673.9,4018325.51256496,,,2.3257511452750887,
2022-03-07,0.0,0.0,,,2.4888226517606546,
2022-03-08,883678.5,3881999.6505,,,2.4064698459587657,
2022-03-09,943791.4,4475458.8188,,,2.4577509961345827,
2022-03-10,857469.8,3863574.00543763,,,2.7254435095645726,
2022-03-11,783924.1,3417909.076,,,2.752914816862482,
2022-03-12,773694.5,3351018.56230616,,,2.7834700297027513,
2022-03-13,754938.9,3228873.6753,,,2.7427713142833867,
2022-03-14,808009.6,3580141.57295014,,,2.5372574828386316,
2022-03-15,793777.5,3494208.555,,,2.7493345575713293,
2022-03-16,1144655.7,5389677.77637371,,,2.508363209838944,
2022-03-17,927145.4,4210167.2614,,,2.566382222482871,
2022-03-18,1022196.2,4805784.35077625,,,2.4640082510521877,
2022-03-19,1105506.7,5511083.41658813,,,2.4301885416086204,
2022-03-20,951469.0,4423113.42638512,,,2.8302877568663565,
2022-03-21,1153003.3,5570158.9423,,,2.9738639254465333,
2022-03-22,1014414.3,4876613.32085627,,,3.141551942646164,
2022-03-23,1126806.7,5697134.6752,,,3.2879626357262555,
2022-03-24,1230919.1,6440426.60875145,,,3.1002906886671386,
2022-03-25,1657963.6,8845379.99909429,,,3.4559421080455195,
2022-03-26,1311575.8,7227462.84120988,,,4.174463333798445,
2022-03-27,1126768.2,6281660.66944129,,,4.166241895598339,
2022-03-28,1116384.9,5838889.78983863,,,4.274476637572509,
2022-03-29,1060933.4,5751431.56098435,,,3.8436124799597176,
2022-03-30,1167932.6,6366400.6026,,,3.9365690362822017,
2022-03-31,1105050.5,5658963.6105,,,3.862072812935874,
2022-04-01,1053303.8,5490077.19117201,,,3.5031253170476604,
2022-04-02,1083211.2,5720096.58323429,,,4.094523853613364,
2022-04-03,1515291.4,9002346.2074,,,3.3658820548085133,
2022-04-04,1248775.3,7176770.54134315,,,3.2351655638753587,
2022-04-05,1201510.5,6728351.26481025,,,3.210143904837246,
2022-04-06,1099450.1,5204616.35363859,,,3.3835743106880023,
2022-04-07,927699.0,4549782.82759503,,,3.0823034343970104,
2022-04-08,899771.5,4102058.2685,,,3.13728674681442,
2022-04-09,886083.9,4196753.81476241,,,3.0318905843615087,
2022-04-10,853309.7,3931384.9613827,,,3.0841646414670296,
2022-04-11,813392.6,3366631.9714,,,2.756104928714997,
2022-04-12,863379.7,3767112.66504441,,,2.7748003765883307,
2022-04-13,867470.9,3858329.8429874,,,2.553741463984311,
2022-04-14,943700.3,4003291.28500144,,,3.239484267244256,
2022-04-15,927063.2,4027162.5408,,,3.4823482542988415,
2022-04-16,956325.6,4178186.5464,,,3.412755613766003,
2022-04-17,977229.0,4097094.60722463,,,3.0498053013527584,
2022-04-18,974427.9,4167304.31616455,,,2.883998150995178,
2022-04-19,939043.8,4141755.91837537,,,2.9311529781059216,
2022-04-20,971878.0,4238941.69501446,,,3.111449030738372,
2022-04-21,939654.3,3963174.9797353,,,2.7910159240969277,
2022-04-22,1130029.3,5085271.61202382,,,2.7074178912592073,
2022-04-23,1042338.9,4453914.1197,,,2.395281024075393,
2022-04-24,1011196.9,4242982.1924,,,3.023155624894972,
2022-04-25,982729.3,4058923.06685427,,,3.195855314653659,
2022-04-26,962727.6,3570414.16842902,,,3.0395663739102394,
2022-04-27,929638.6,3580967.8872,,,3.0646750816433195,
2022-04-28,916944.5,3532987.1585,,,2.797685968690664,
