,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2022-01-01,706117436.0,122094765.85876,,,,
2022-01-02,710192708.0,123724795.13687693,,,,
2022-01-03,753312284.0,128067728.68366943,,,,
2022-01-04,740223152.0,124684594.1468688,,,,
2022-01-05,677517951.0,107860857.7992,,,,
2022-01-06,660786595.0,105659776.5405,,,,
2022-01-07,646099341.0,99909758.96434388,,,,
2022-01-08,626735021.0,94656955.94876906,,,,
2022-01-09,614848593.0,92485636.03180674,,,,
2022-01-10,602996134.0,86178525.11206613,,,,
2022-01-11,698573045.0,107098233.52895,,,,
2022-01-12,664641416.0,107000621.56184,,,,
2022-01-13,717101191.0,123875214.9785804,,,,
2022-01-14,875172026.0,160739555.36860225,,,,
2022-01-15,853786698.0,157737092.4555,,,,
2022-01-16,827334212.0,146340157.7865886,,,,
2022-01-17,817936310.0,139646266.2063,,,,
2022-01-18,799888829.0,132013652.33816,,,,
2022-01-19,769631417.0,124480185.38558,,,5.967877876486726,
2022-01-20,715341666.0,110520287.397,,,6.069829484722581,
2022-01-21,617274231.0,87464338.83346026,,,6.3571321873587046,
2022-01-22,565515554.0,74953431.52716,,,4.948172443467338,
2022-01-23,546722420.0,77494737.5121882,,,4.475931297743498,
2022-01-24,538723139.0,74478360.83489081,,,4.315012054714406,
2022-01-25,568429678.0,81660607.54148,,,4.183263568006953,
2022-01-26,550221840.0,78666113.3263992,,,3.9007299300224645,
2022-01-27,524984736.0,74122594.87584,,,4.006462033138676,
2022-01-28,511591252.0,72520029.5973202,,,4.266634657325454,
2022-01-29,523178285.0,74795560.93286584,,,4.1330500626787305,
2022-01-30,534248236.0,74367354.4512,3.739932635173611,0.9036812145486112,4.1232460884027775,1.0410260369791666
2022-01-31,543604701.0,76996691.71015295,3.739932635173611,0.9036812145486112,4.181576847786157,1.0410260369791666
2022-02-01,555954916.0,79256882.78901756,3.739932635173611,0.9036812145486112,3.812693346969575,1.0410260369791666
2022-02-02,561643848.0,76748643.06207696,,,3.96962291451581,
2022-02-03,560459181.0,76962254.73492,,,4.428985659282481,
2022-02-04,569574980.0,84225769.1652546,,,4.196477994335715,
2022-02-05,577773465.0,84809691.3843015,,,3.6550651156050753,
2022-02-06,600700289.0,92303606.40774,,,3.754613505911408,
2022-02-07,622259941.0,102974020.51824813,,,3.58063759098614,
2022-02-08,589524710.0,93215552.8212464,,,3.8024458927261713,
2022-02-09,602808019.0,95917069.86810508,,,4.236085360583055,
2022-02-10,572585509.0,86632187.5117,,,4.355779919412852,
2022-02-11,576474550.0,83404222.59909,,,4.799911282841117,
2022-02-12,569746822.0,82077778.45453398,,,4.788862378844182,
2022-02-13,669827073.0,99698501.67352694,,,3.5468420626006516,
2022-02-14,592768083.0,86417785.67342772,,,4.120901185498983,
2022-02-15,618162704.0,93713465.9264,,,4.414818106974356,
2022-02-16,603282966.0,89810735.14842,,,4.423618305578453,
2022-02-17,586832466.0,81162181.09966163,,,4.72429849882952,
2022-02-18,583421459.0,80804758.87211768,,,5.087975176329852,
2022-02-19,610697235.0,86182943.44408935,,,4.618467806843369,
2022-02-20,611373524.0,83458330.75688943,,,4.9588426484435715,
2022-02-21,606097680.0,77057561.961696,,,5.2301275739848325,
2022-02-22,593825668.0,78010878.00516,,,4.909537434614268,
2022-02-23,588575595.0,75037502.60655,,,4.782627913894511,
2022-02-24,580486253.0,71591369.58249,,,4.366846499429341,
2022-02-25,577841213.0,73684150.35562338,,,3.67511845004633,
2022-02-26,561383565.0,71431101.62937105,,,3.399506927015275,
2022-02-27,551188540.0,67767479.0089514,,,3.359481451006135,
2022-02-28,519443214.0,69130427.38441482,,,3.6413935161608273,
2022-03-01,512935511.0,68635900.72691,,,3.2725350781061007,
2022-03-02,512656699.0,68080809.6272,,,3.3447105942184074,
2022-03-03,496053105.0,64288502.2501242,,,3.4596892859256094,
2022-03-04,545892178.0,66692509.89590124,,,3.914439736380397,
2022-03-05,553340329.0,69120413.12917908,,,4.43410075025499,
2022-03-06,558111048.0,67157502.40584,,,4.5609468011921415,
2022-03-07,0.0,0.0,,,4.676788249437146,
2022-03-08,560568729.0,65558512.85655,,,4.637051378748994,
2022-03-09,572029723.0,69501611.3445,,,4.3725162033156195,
2022-03-10,568495749.0,66334045.30365405,,,4.958497444998542,
2022-03-11,584969935.0,67505530.499,,,5.040156161559695,
2022-03-12,592239610.0,67983184.8319,,,5.211232663002922,
2022-03-13,615178499.0,68617089.75166488,,,5.520493729143963,
2022-03-14,617529055.0,70299507.6212,,,5.171642318372987,
2022-03-15,615032050.0,69219716.915966,,,5.678395331649288,
2022-03-16,604672702.0,70686305.37779722,,,5.355026765107244,
2022-03-17,606707315.0,70571011.80153576,,,4.397892304843675,
2022-03-18,625259102.0,74523550.66913354,,,4.6691461503919935,
2022-03-19,644364678.0,79544641.54648836,,,3.930238847056008,
2022-03-20,606487057.0,72153328.50060897,,,3.8427848766271473,
2022-03-21,630386099.0,75189125.45011728,,,4.257080962223937,
2022-03-22,666638365.0,81575330.10960935,,,3.764009365062277,
2022-03-23,725408571.0,94059398.71240114,,,3.856954926442029,
2022-03-24,785700948.0,107106580.37715144,,,2.807540163639682,
2022-03-25,742898968.0,97337312.08162417,,,3.2862266916454397,
2022-03-26,730953784.0,99448023.91181944,,,3.551496380179305,
2022-03-27,746543922.0,108226449.97602232,,,3.0090390354797165,
2022-03-28,767199815.0,108405433.59547596,,,2.910177932448756,
2022-03-29,794366816.0,114805514.56100096,,,3.2340124555149274,
2022-03-30,809845527.0,116162144.89296506,,,3.5584485600712648,
2022-03-31,747347227.0,102917186.63017,,,3.7043354887533675,
2022-04-01,706630735.0,99656132.55705,,,3.7444848229789582,
2022-04-02,742869281.0,103064911.46188776,,,3.646668601894701,
2022-04-03,801996622.0,117580604.4519267,,,3.5598659605608876,
2022-04-04,859781584.0,127777489.03969248,,,3.3745833613450964,
2022-04-05,1320294985.0,227420415.07775447,,,2.688112040849511,
2022-04-06,975419337.0,139406102.53760356,,,2.890319380800944,
2022-04-07,971534966.0,141824674.33668,,,3.8041198014485005,
2022-04-08,866211997.0,123444062.25910932,,,3.8718580943798053,
2022-04-09,891877928.0,128698332.84279191,,,4.098680120402953,
2022-04-10,1019704852.0,152288932.60022867,,,3.1056108367242605,
2022-04-11,847247545.0,113587580.7715461,,,3.4601548912983073,
2022-04-12,779750390.0,107816086.4253,,,3.989355428467879,
2022-04-13,816544447.0,114276032.26231866,,,4.141128324333948,
2022-04-14,887247016.0,127560603.67661984,,,4.011966530694348,
2022-04-15,916965639.0,133744188.33016002,,,3.3908116343552033,
2022-04-16,895819204.0,128612763.11828,,,3.6442523080467444,
2022-04-17,868757250.0,120826758.33,,,4.1010703842104475,
2022-04-18,826098368.0,115752903.32416,,,4.634958488585668,
2022-04-19,879352288.0,125479227.49729729,,,4.093116549669074,
2022-04-20,907476248.0,127719686.32980424,,,3.8267436406885613,
2022-04-21,863326696.0,117663874.55621,,,4.412666687001874,
2022-04-22,854545397.0,116562615.6051688,,,5.190242555077485,
2022-04-23,843268546.0,112834433.2295033,,,5.467213783815797,
2022-04-24,854609339.0,112526411.66613,,,5.340172010455769,
2022-04-25,1473049784.0,231313007.58152,,,3.8384156772326676,
2022-04-26,1325644368.0,181345551.27943873,,,1.9111959883032814,
2022-04-27,1163072522.0,162271878.26944,,,4.004720374172891,
2022-04-28,1127890041.0,154735234.72479,,,4.590718705509216,
2022-04-29,1063784799.0,143174796.09741,,,4.5147536007207885,
2022-04-30,933015585.0,118608551.93551394,,,4.612193031403604,
2022-05-01,928823275.0,123219311.8139985,4.345205479452055,0.8455068028999999,4.940997381557251,
2022-05-02,921816481.0,120555159.38518,4.345205479452055,0.8455068028999999,4.812894929148612,
2022-05-03,914672914.0,118367821.80074,4.345205479452055,0.8455068028999999,4.985729630752461,
2022-05-04,921317065.0,125062296.28844176,,,5.136236238755809,
2022-05-05,887520711.0,113963135.29518688,,,4.955682941912991,
2022-05-06,907865713.0,116052474.09279,,,5.605919505782828,
2022-05-07,880921350.0,112423147.450146,,,5.1576927436032,
2022-05-08,885016962.0,109545328.61666892,,,5.355465414438689,
2022-05-09,749152524.0,78866642.40478753,,,5.067768539218999,1.0322091569442478
2022-05-10,650882830.0,70360433.923,,,3.89385074656572,1.0213727961067902
2022-05-11,535445955.0,44992495.5424164,,,3.6828722491560817,0.9794579084304762
2022-05-12,587701684.0,48720469.6036,,,2.8851651889079672,1.0239329690104166
2022-05-13,518909952.0,45586239.2832,,,2.5480696445366697,1.00823744535625
2022-05-14,524021146.0,47032758.1285683,,,2.3677970290892745,1.0180462956565972
2022-05-15,542772542.0,50371984.04940832,,,2.523864508791273,0.9949380327965278
2022-05-16,548324330.0,48149187.3870383,,,2.4591761263822427,1.035230003257639
2022-05-17,565886838.0,51045052.61569032,,,2.422259889095369,1.0574487284906249
2022-05-18,600547315.0,50128200.8537409,,,2.431338636715086,0.9994739917729167
2022-05-19,589884024.0,51154742.56128,,,2.5015525924324873,1.0399460750649305
2022-05-20,584458751.0,49070741.76824679,,,2.4409098846966657,1.0339634476680555
2022-05-21,608854538.0,51356880.2803,,,2.7258552586956464,1.074122955429514
2022-05-22,627355232.0,54003114.7836992,,,2.7378893734782364,1.0602799549003472
2022-05-23,629454413.0,52394356.47660249,,,2.7062370833509712,1.0544930098965277
2022-05-24,597906744.0,50008920.06816,,,2.928021160293507,1.0616056906034723
2022-05-25,600314333.0,49784067.63569,,,3.0052262029666035,1.0332786900052084
2022-05-26,619106908.0,48562232.00478636,,,3.242465261438794,1.0248347006142362
2022-05-27,727656245.0,59066353.26757035,2.4387727323435855,0.9313194483458332,3.103644119147214,0.9839143104232639
